rssi,hh,mm,ss,d
-76,15,01,53,4.00
-76,15,01,53,4.00
-80,15,01,55,4.00
-80,15,01,55,4.00
-80,15,01,55,4.00
-80,15,01,55,4.00
-76,15,01,56,4.00
-76,15,01,56,4.00
-76,15,01,57,4.00
-76,15,01,57,4.00
-80,15,01,58,4.00
-80,15,01,58,4.00
-72,15,01,59,4.00
-72,15,01,59,4.00
-80,15,02,00,4.00
-80,15,02,00,4.00
-71,15,02,01,4.00
-71,15,02,01,4.00
-76,15,02,03,4.00
-76,15,02,03,4.00
-75,15,02,03,4.00
-75,15,02,03,4.00
-71,15,02,05,4.00
-71,15,02,05,4.00
-75,15,02,06,4.00
-75,15,02,06,4.00
-73,15,04,25,5.00
-73,15,04,25,5.00
-72,15,04,26,5.00
-72,15,04,26,5.00
-73,15,04,27,5.00
-73,15,04,27,5.00
-73,15,04,28,5.00
-73,15,04,28,5.00
-73,15,04,29,5.00
-73,15,04,29,5.00
-70,15,04,30,5.00
-70,15,04,30,5.00
-72,15,04,31,5.00
-72,15,04,31,5.00
-71,15,04,32,5.00
-71,15,04,32,5.00
-72,15,04,33,5.00
-72,15,04,33,5.00
-71,15,04,35,5.00
-71,15,04,35,5.00
-70,15,04,35,5.00
-70,15,04,35,5.00
-71,15,04,37,5.00
-71,15,04,37,5.00
-70,15,04,38,5.00
-70,15,04,38,5.00
-70,15,04,38,5.00
-70,15,04,38,5.00
-70,15,04,39,5.00
-70,15,04,39,5.00
-71,15,04,40,5.00
-71,15,04,40,5.00
-73,15,04,41,5.00
-73,15,04,41,5.00
-69,15,04,42,5.00
-69,15,04,42,5.00
-73,15,04,43,5.00
-73,15,04,43,5.00
-73,15,04,44,5.00
-73,15,04,44,5.00
-71,15,04,44,5.00
-71,15,04,44,5.00
-70,15,04,45,5.00
-70,15,04,45,5.00
-72,15,04,46,5.00
-72,15,04,46,5.00
-70,15,04,47,5.00
-70,15,04,47,5.00
-72,15,04,48,5.00
-72,15,04,48,5.00
-69,15,04,49,5.00
-69,15,04,49,5.00
-69,15,04,50,5.00
-69,15,04,50,5.00
-69,15,04,50,5.00
-69,15,04,50,5.00
-72,15,04,51,5.00
-72,15,04,51,5.00
-68,15,04,52,5.00
-68,15,04,52,5.00
-69,15,04,53,5.00
-69,15,04,53,5.00
-71,15,04,54,5.00
-71,15,04,54,5.00
-71,15,04,55,5.00
-71,15,04,55,5.00
-69,15,04,56,5.00
-69,15,04,56,5.00
-69,15,04,57,5.00
-69,15,04,57,5.00
-70,15,04,58,5.00
-70,15,04,58,5.00
-69,15,04,58,5.00
-69,15,04,58,5.00
-69,15,04,59,5.00
-69,15,04,59,5.00
-69,15,05,00,5.00
-69,15,05,00,5.00
-73,15,05,01,5.00
-73,15,05,01,5.00
-70,15,05,01,5.00
-70,15,05,01,5.00
-71,15,05,03,5.00
-71,15,05,03,5.00
-71,15,05,04,5.00
-71,15,05,04,5.00
-71,15,05,04,5.00
-71,15,05,04,5.00
-71,15,05,06,5.00
-71,15,05,06,5.00
-71,15,05,06,5.00
-71,15,05,06,5.00
-70,15,05,07,5.00
-70,15,05,07,5.00
-71,15,05,08,5.00
-71,15,05,08,5.00
-69,15,05,09,5.00
-69,15,05,09,5.00
-69,15,05,11,5.00
-69,15,05,11,5.00
-71,15,05,12,5.00
-71,15,05,12,5.00
-72,15,05,13,5.00
-72,15,05,13,5.00
-71,15,05,14,5.00
-71,15,05,14,5.00
-70,15,05,15,5.00
-70,15,05,15,5.00
-70,15,05,16,5.00
-70,15,05,16,5.00
-69,15,05,17,5.00
-69,15,05,17,5.00
-70,15,05,18,5.00
-70,15,05,18,5.00
-68,15,05,19,5.00
-68,15,05,19,5.00
-69,15,05,19,5.00
-69,15,05,19,5.00
-70,15,05,21,5.00
-70,15,05,21,5.00
-68,15,05,22,5.00
-68,15,05,22,5.00
-71,15,05,23,5.00
-71,15,05,23,5.00
-71,15,05,25,5.00
-71,15,05,25,5.00
-68,15,05,25,5.00
-68,15,05,25,5.00
-71,15,05,26,5.00
-71,15,05,26,5.00
-70,15,05,27,5.00
-70,15,05,27,5.00
-71,15,05,28,5.00
-71,15,05,28,5.00
-71,15,05,28,5.00
-71,15,05,28,5.00
-70,15,05,29,5.00
-70,15,05,29,5.00
-69,15,05,31,5.00
-69,15,05,31,5.00
-71,15,05,32,5.00
-71,15,05,32,5.00
-68,15,05,33,5.00
-68,15,05,33,5.00
-70,15,05,34,5.00
-70,15,05,34,5.00
-71,15,05,35,5.00
-71,15,05,35,5.00
-70,15,05,35,5.00
-70,15,05,35,5.00
-70,15,05,36,5.00
-70,15,05,36,5.00
-69,15,05,37,5.00
-69,15,05,37,5.00
-69,15,05,38,5.00
-69,15,05,38,5.00
-73,15,05,38,5.00
-73,15,05,38,5.00
-69,15,05,39,5.00
-69,15,05,39,5.00
-71,15,05,40,5.00
-71,15,05,40,5.00
-67,15,05,41,5.00
-67,15,05,41,5.00
-70,15,05,43,5.00
-70,15,05,43,5.00
-69,15,05,43,5.00
-69,15,05,43,5.00
-72,15,05,44,5.00
-72,15,05,44,5.00
-72,15,05,45,5.00
-72,15,05,45,5.00
-71,15,05,45,5.00
-71,15,05,45,5.00
-71,15,05,46,5.00
-71,15,05,46,5.00
-70,15,05,47,5.00
-70,15,05,47,5.00
-71,15,05,48,5.00
-71,15,05,48,5.00
-69,15,05,49,5.00
-69,15,05,49,5.00
-69,15,05,50,5.00
-69,15,05,50,5.00
-71,15,05,51,5.00
-71,15,05,51,5.00
-69,15,05,51,5.00
-69,15,05,51,5.00
-70,15,05,52,5.00
-70,15,05,52,5.00
-69,15,05,53,5.00
-69,15,05,53,5.00
-68,15,05,54,5.00
-68,15,05,54,5.00
-71,15,05,55,5.00
-71,15,05,55,5.00
-69,15,05,56,5.00
-69,15,05,56,5.00
-70,15,05,56,5.00
-70,15,05,56,5.00
-70,15,05,57,5.00
-70,15,05,57,5.00
-72,15,05,58,5.00
-72,15,05,58,5.00
-69,15,05,59,5.00
-69,15,05,59,5.00
-67,15,06,00,5.00
-67,15,06,00,5.00
-71,15,06,01,5.00
-71,15,06,01,5.00
-71,15,06,02,5.00
-71,15,06,02,5.00
-71,15,06,03,5.00
-71,15,06,03,5.00
-68,15,06,04,5.00
-68,15,06,04,5.00
-71,15,06,04,5.00
-71,15,06,04,5.00
-68,15,06,06,5.00
-68,15,06,06,5.00
-71,15,06,06,5.00
-71,15,06,06,5.00
-69,15,06,07,5.00
-69,15,06,07,5.00
-69,15,06,08,5.00
-69,15,06,08,5.00
-71,15,06,09,5.00
-71,15,06,09,5.00
-71,15,06,09,5.00
-71,15,06,09,5.00
-71,15,06,11,5.00
-71,15,06,11,5.00
-71,15,06,11,5.00
-71,15,06,11,5.00
-69,15,06,12,5.00
-69,15,06,12,5.00
-71,15,06,13,5.00
-71,15,06,13,5.00
-70,15,06,14,5.00
-70,15,06,14,5.00
-69,15,06,15,5.00
-69,15,06,15,5.00
-70,15,06,16,5.00
-70,15,06,16,5.00
-71,15,06,17,5.00
-71,15,06,17,5.00
-71,15,06,18,5.00
-71,15,06,18,5.00
-71,15,06,19,5.00
-71,15,06,19,5.00
-72,15,06,20,5.00
-72,15,06,20,5.00
-71,15,06,20,5.00
-71,15,06,20,5.00
-71,15,06,21,5.00
-71,15,06,21,5.00
-71,15,06,22,5.00
-71,15,06,22,5.00
-70,15,06,23,5.00
-70,15,06,23,5.00
-69,15,06,23,5.00
-69,15,06,23,5.00
-71,15,06,24,5.00
-71,15,06,24,5.00
-71,15,06,25,5.00
-71,15,06,25,5.00
-71,15,06,26,5.00
-71,15,06,26,5.00
-71,15,06,27,5.00
-71,15,06,27,5.00
-71,15,06,27,5.00
-71,15,06,27,5.00
-70,15,06,28,5.00
-70,15,06,28,5.00
-70,15,06,29,5.00
-70,15,06,29,5.00
-71,15,06,30,5.00
-71,15,06,30,5.00
-71,15,06,31,5.00
-71,15,06,31,5.00
-71,15,06,31,5.00
-71,15,06,31,5.00
-69,15,06,33,5.00
-69,15,06,33,5.00
-71,15,06,34,5.00
-71,15,06,34,5.00
-71,15,06,35,5.00
-71,15,06,35,5.00
-69,15,06,36,5.00
-69,15,06,36,5.00
-71,15,06,37,5.00
-71,15,06,37,5.00
-70,15,06,37,5.00
-70,15,06,37,5.00
-71,15,06,38,5.00
-71,15,06,38,5.00
-71,15,06,39,5.00
-71,15,06,39,5.00
-69,15,06,40,5.00
-69,15,06,40,5.00
-71,15,06,41,5.00
-71,15,06,41,5.00
-70,15,06,41,5.00
-70,15,06,41,5.00
-70,15,06,42,5.00
-70,15,06,42,5.00
-71,15,06,43,5.00
-71,15,06,43,5.00
-68,15,06,44,5.00
-68,15,06,44,5.00
-71,15,06,44,5.00
-71,15,06,44,5.00
-71,15,06,45,5.00
-71,15,06,45,5.00
-70,15,06,46,5.00
-70,15,06,46,5.00
-69,15,06,47,5.00
-69,15,06,47,5.00
-68,15,06,48,5.00
-68,15,06,48,5.00
-71,15,06,49,5.00
-71,15,06,49,5.00
-71,15,06,50,5.00
-71,15,06,50,5.00
-71,15,06,50,5.00
-71,15,06,50,5.00
-71,15,06,51,5.00
-71,15,06,51,5.00
-70,15,06,52,5.00
-70,15,06,52,5.00
-68,15,06,53,5.00
-68,15,06,53,5.00
-69,15,06,54,5.00
-69,15,06,54,5.00
-72,15,06,55,5.00
-72,15,06,55,5.00
-68,15,06,55,5.00
-68,15,06,55,5.00
-68,15,06,56,5.00
-68,15,06,56,5.00
-71,15,06,57,5.00
-71,15,06,57,5.00
-71,15,06,58,5.00
-71,15,06,58,5.00
-71,15,06,59,5.00
-71,15,06,59,5.00
-69,15,07,00,5.00
-69,15,07,00,5.00
-71,15,07,01,5.00
-71,15,07,01,5.00
-71,15,07,02,5.00
-71,15,07,02,5.00
-69,15,07,03,5.00
-69,15,07,03,5.00
-71,15,07,04,5.00
-71,15,07,04,5.00
-70,15,07,05,5.00
-70,15,07,05,5.00
-71,15,07,06,5.00
-71,15,07,06,5.00
-70,15,07,06,5.00
-70,15,07,06,5.00
-69,15,07,07,5.00
-69,15,07,07,5.00
-71,15,07,08,5.00
-71,15,07,08,5.00
-69,15,07,09,5.00
-69,15,07,09,5.00
-69,15,07,10,5.00
-69,15,07,10,5.00
-71,15,07,10,5.00
-71,15,07,10,5.00
-69,15,07,11,5.00
-69,15,07,11,5.00
-68,15,07,12,5.00
-68,15,07,12,5.00
-69,15,07,12,5.00
-69,15,07,12,5.00
-71,15,07,14,5.00
-71,15,07,14,5.00
-71,15,07,14,5.00
-71,15,07,14,5.00
-69,15,07,15,5.00
-69,15,07,15,5.00
-69,15,07,16,5.00
-69,15,07,16,5.00
-71,15,07,17,5.00
-71,15,07,17,5.00
-67,15,07,18,5.00
-67,15,07,18,5.00
-71,15,07,19,5.00
-71,15,07,19,5.00
-71,15,07,20,5.00
-71,15,07,20,5.00
-69,15,07,21,5.00
-69,15,07,21,5.00
-72,15,07,22,5.00
-72,15,07,22,5.00
-70,15,07,22,5.00
-70,15,07,22,5.00
-71,15,07,23,5.00
-71,15,07,23,5.00
-69,15,07,24,5.00
-69,15,07,24,5.00
-67,15,07,25,5.00
-67,15,07,25,5.00
-69,15,07,26,5.00
-69,15,07,26,5.00
-71,15,07,27,5.00
-71,15,07,27,5.00
-71,15,07,28,5.00
-71,15,07,28,5.00
-69,15,07,28,5.00
-69,15,07,28,5.00
-69,15,07,29,5.00
-69,15,07,29,5.00
-69,15,07,30,5.00
-69,15,07,30,5.00
-71,15,07,31,5.00
-71,15,07,31,5.00
-71,15,07,32,5.00
-71,15,07,32,5.00
-71,15,07,32,5.00
-71,15,07,32,5.00
-71,15,07,33,5.00
-71,15,07,33,5.00
-71,15,07,34,5.00
-71,15,07,34,5.00
-69,15,07,35,5.00
-69,15,07,35,5.00
-68,15,07,36,5.00
-68,15,07,36,5.00
-71,15,07,37,5.00
-71,15,07,37,5.00
-69,15,07,38,5.00
-69,15,07,38,5.00
-71,15,07,39,5.00
-71,15,07,39,5.00
-71,15,07,40,5.00
-71,15,07,40,5.00
-71,15,07,41,5.00
-71,15,07,41,5.00
-71,15,07,42,5.00
-71,15,07,42,5.00
-69,15,07,43,5.00
-69,15,07,43,5.00
-69,15,07,43,5.00
-69,15,07,44,5.00
-68,15,07,45,5.00
-68,15,07,45,5.00
-71,15,07,45,5.00
-71,15,07,45,5.00
-71,15,07,47,5.00
-71,15,07,47,5.00
-70,15,07,47,5.00
-70,15,07,47,5.00
-73,15,09,25,6.00
-73,15,09,25,6.00
-70,15,09,25,6.00
-70,15,09,25,6.00
-71,15,09,26,6.00
-71,15,09,26,6.00
-90,15,09,28,6.00
-90,15,09,28,6.00
-73,15,09,28,6.00
-73,15,09,28,6.00
-74,15,09,29,6.00
-74,15,09,29,6.00
-82,15,09,31,6.00
-82,15,09,31,6.00
-70,15,09,32,6.00
-70,15,09,32,6.00
-74,15,09,33,6.00
-74,15,09,33,6.00
-72,15,09,34,6.00
-72,15,09,34,6.00
-73,15,09,35,6.00
-73,15,09,35,6.00
-71,15,09,36,6.00
-71,15,09,36,6.00
-73,15,09,37,6.00
-73,15,09,37,6.00
-73,15,09,38,6.00
-73,15,09,38,6.00
-72,15,09,38,6.00
-72,15,09,38,6.00
-89,15,09,39,6.00
-89,15,09,39,6.00
-72,15,09,41,6.00
-72,15,09,41,6.00
-89,15,09,41,6.00
-89,15,09,41,6.00
-91,15,09,43,6.00
-91,15,09,43,6.00
-91,15,09,44,6.00
-91,15,09,44,6.00
-90,15,09,45,6.00
-90,15,09,45,6.00
-71,15,09,46,6.00
-71,15,09,46,6.00
-71,15,09,47,6.00
-71,15,09,47,6.00
-72,15,09,48,6.00
-72,15,09,48,6.00
-91,15,09,48,6.00
-91,15,09,48,6.00
-71,15,09,50,6.00
-71,15,09,50,6.00
-71,15,09,50,6.00
-71,15,09,50,6.00
-71,15,09,51,6.00
-71,15,09,51,6.00
-72,15,09,52,6.00
-72,15,09,52,6.00
-71,15,09,53,6.00
-71,15,09,53,6.00
-71,15,09,54,6.00
-71,15,09,54,6.00
-88,15,09,55,6.00
-88,15,09,55,6.00
-89,15,09,56,6.00
-89,15,09,56,6.00
-71,15,09,57,6.00
-71,15,09,57,6.00
-87,15,09,58,6.00
-87,15,09,58,6.00
-89,15,09,59,6.00
-89,15,09,59,6.00
-73,15,09,59,6.00
-73,15,09,59,6.00
-73,15,10,00,6.00
-73,15,10,00,6.00
-72,15,10,01,6.00
-72,15,10,01,6.00
-72,15,10,03,6.00
-72,15,10,03,6.00
-73,15,10,03,6.00
-73,15,10,03,6.00
-72,15,10,04,6.00
-72,15,10,04,6.00
-89,15,10,05,6.00
-89,15,10,05,6.00
-73,15,10,06,6.00
-73,15,10,06,6.00
-72,15,10,07,6.00
-72,15,10,07,6.00
-72,15,10,08,6.00
-72,15,10,08,6.00
-90,15,10,09,6.00
-90,15,10,09,6.00
-72,15,10,10,6.00
-72,15,10,10,6.00
-88,15,10,11,6.00
-88,15,10,11,6.00
-72,15,10,12,6.00
-72,15,10,12,6.00
-72,15,10,13,6.00
-72,15,10,13,6.00
-90,15,10,14,6.00
-90,15,10,14,6.00
-72,15,10,15,6.00
-72,15,10,15,6.00
-72,15,10,16,6.00
-72,15,10,16,6.00
-72,15,10,17,6.00
-72,15,10,17,6.00
-72,15,10,18,6.00
-72,15,10,18,6.00
-71,15,10,19,6.00
-71,15,10,19,6.00
-90,15,10,20,6.00
-90,15,10,20,6.00
-72,15,10,21,6.00
-72,15,10,21,6.00
-71,15,10,23,6.00
-71,15,10,23,6.00
-72,15,10,23,6.00
-72,15,10,23,6.00
-73,15,10,25,6.00
-73,15,10,25,6.00
-71,15,10,28,6.00
-71,15,10,28,6.00
-92,15,10,30,6.00
-92,15,10,30,6.00
-73,15,10,31,6.00
-73,15,10,31,6.00
-72,15,10,33,6.00
-72,15,10,33,6.00
-92,15,10,34,6.00
-92,15,10,34,6.00
-73,15,10,35,6.00
-73,15,10,35,6.00
-71,15,10,36,6.00
-71,15,10,36,6.00
-93,15,10,37,6.00
-93,15,10,37,6.00
-73,15,10,38,6.00
-73,15,10,38,6.00
-71,15,10,40,6.00
-71,15,10,40,6.00
-93,15,10,41,6.00
-93,15,10,41,6.00
-73,15,10,41,6.00
-73,15,10,41,6.00
-73,15,10,44,6.00
-73,15,10,44,6.00
-71,15,10,44,6.00
-71,15,10,44,6.00
-73,15,10,45,6.00
-73,15,10,45,6.00
-73,15,10,47,6.00
-73,15,10,47,6.00
-71,15,10,48,6.00
-71,15,10,48,6.00
-73,15,10,50,6.00
-73,15,10,50,6.00
-71,15,10,52,6.00
-71,15,10,52,6.00
-73,15,10,53,6.00
-73,15,10,53,6.00
-73,15,10,55,6.00
-73,15,10,55,6.00
-72,15,10,57,6.00
-72,15,10,57,6.00
-71,15,10,58,6.00
-71,15,10,58,6.00
-72,15,11,00,6.00
-72,15,11,00,6.00
-88,15,11,01,6.00
-88,15,11,01,6.00
-72,15,11,02,6.00
-72,15,11,02,6.00
-80,15,11,04,6.00
-80,15,11,04,6.00
-80,15,11,04,6.00
-80,15,11,04,6.00
-70,15,11,05,6.00
-70,15,11,05,6.00
-73,15,11,06,6.00
-73,15,11,06,6.00
-82,15,11,07,6.00
-82,15,11,07,6.00
-85,15,11,08,6.00
-85,15,11,08,6.00
-70,15,11,09,6.00
-70,15,11,09,6.00
-70,15,11,10,6.00
-70,15,11,10,6.00
-71,15,11,11,6.00
-71,15,11,11,6.00
-70,15,11,12,6.00
-70,15,11,12,6.00
-73,15,11,14,6.00
-73,15,11,14,6.00
-73,15,11,15,6.00
-73,15,11,15,6.00
-70,15,11,15,6.00
-70,15,11,15,6.00
-70,15,11,17,6.00
-70,15,11,17,6.00
-82,15,11,17,6.00
-82,15,11,17,6.00
-74,15,11,19,6.00
-74,15,11,19,6.00
-73,15,11,20,6.00
-73,15,11,20,6.00
-74,15,11,21,6.00
-74,15,11,21,6.00
-85,15,11,22,6.00
-85,15,11,22,6.00
-73,15,11,23,6.00
-73,15,11,23,6.00
-93,15,11,24,6.00
-93,15,11,24,6.00
-73,15,11,24,6.00
-73,15,11,24,6.00
-82,15,11,25,6.00
-82,15,11,25,6.00
-71,15,11,26,6.00
-71,15,11,26,6.00
-73,15,11,27,6.00
-73,15,11,27,6.00
-73,15,11,28,6.00
-73,15,11,28,6.00
-85,15,11,30,6.00
-85,15,11,30,6.00
-70,15,11,30,6.00
-70,15,11,30,6.00
-69,15,11,31,6.00
-69,15,11,31,6.00
-71,15,11,32,6.00
-71,15,11,32,6.00
-83,15,11,33,6.00
-83,15,11,33,6.00
-74,15,11,34,6.00
-74,15,11,34,6.00
-70,15,11,35,6.00
-70,15,11,35,6.00
-82,15,11,36,6.00
-82,15,11,36,6.00
-82,15,11,37,6.00
-82,15,11,37,6.00
-74,15,11,38,6.00
-74,15,11,38,6.00
-70,15,11,39,6.00
-70,15,11,39,6.00
-83,15,11,40,6.00
-83,15,11,40,6.00
-73,15,11,41,6.00
-73,15,11,41,6.00
-86,15,11,42,6.00
-86,15,11,42,6.00
-86,15,11,43,6.00
-86,15,11,43,6.00
-74,15,11,43,6.00
-74,15,11,43,6.00
-70,15,11,45,6.00
-70,15,11,45,6.00
-74,15,11,45,6.00
-74,15,11,45,6.00
-74,15,11,46,6.00
-74,15,11,46,6.00
-70,15,11,48,6.00
-70,15,11,48,6.00
-80,15,11,48,6.00
-80,15,11,48,6.00
-82,15,11,50,6.00
-82,15,11,50,6.00
-73,15,11,50,6.00
-73,15,11,50,6.00
-80,15,11,52,6.00
-80,15,11,52,6.00
-69,15,11,53,6.00
-69,15,11,53,6.00
-73,15,11,53,6.00
-73,15,11,53,6.00
-77,15,11,55,6.00
-77,15,11,55,6.00
-68,15,11,56,6.00
-68,15,11,56,6.00
-82,15,11,56,6.00
-82,15,11,56,6.00
-88,15,11,57,6.00
-88,15,11,57,6.00
-85,15,11,58,6.00
-85,15,11,58,6.00
-70,15,11,59,6.00
-70,15,11,59,6.00
-86,15,12,00,6.00
-86,15,12,00,6.00
-74,15,12,01,6.00
-74,15,12,01,6.00
-73,15,12,02,6.00
-73,15,12,02,6.00
-87,15,12,03,6.00
-87,15,12,03,6.00
-85,15,12,04,6.00
-85,15,12,04,6.00
-69,15,12,05,6.00
-69,15,12,05,6.00
-83,15,12,06,6.00
-83,15,12,06,6.00
-74,15,12,07,6.00
-74,15,12,07,6.00
-69,15,12,08,6.00
-69,15,12,08,6.00
-82,15,12,09,6.00
-82,15,12,09,6.00
-74,15,12,10,6.00
-74,15,12,10,6.00
-74,15,12,11,6.00
-74,15,12,11,6.00
-69,15,12,12,6.00
-69,15,12,12,6.00
-74,15,12,13,6.00
-74,15,12,13,6.00
-69,15,12,14,6.00
-69,15,12,14,6.00
-82,15,12,15,6.00
-82,15,12,15,6.00
-70,15,12,16,6.00
-70,15,12,16,6.00
-74,15,12,17,6.00
-74,15,12,17,6.00
-70,15,12,18,6.00
-70,15,12,18,6.00
-74,15,12,19,6.00
-74,15,12,19,6.00
-74,15,12,19,6.00
-74,15,12,19,6.00
-86,15,12,20,6.00
-86,15,12,20,6.00
-87,15,12,22,6.00
-87,15,12,22,6.00
-86,15,12,23,6.00
-86,15,12,23,6.00
-74,15,12,24,6.00
-74,15,12,24,6.00
-82,15,12,24,6.00
-82,15,12,24,6.00
-75,15,12,26,6.00
-75,15,12,26,6.00
-75,15,12,27,6.00
-75,15,12,27,6.00
-74,15,12,28,6.00
-74,15,12,28,6.00
-82,15,12,29,6.00
-82,15,12,29,6.00
-74,15,12,29,6.00
-74,15,12,29,6.00
-83,15,12,31,6.00
-83,15,12,31,6.00
-81,15,12,32,6.00
-81,15,12,32,6.00
-74,15,12,32,6.00
-74,15,12,32,6.00
-69,15,12,33,6.00
-69,15,12,33,6.00
-82,15,12,34,6.00
-82,15,12,34,6.00
-83,15,12,35,6.00
-83,15,12,35,6.00
-70,15,12,36,6.00
-70,15,12,36,6.00
-74,15,12,37,6.00
-74,15,12,37,6.00
-82,15,12,37,6.00
-82,15,12,37,6.00
-70,15,12,38,6.00
-70,15,12,38,6.00
-74,15,12,39,6.00
-74,15,12,39,6.00
-70,15,12,40,6.00
-70,15,12,40,6.00
-88,15,12,41,6.00
-88,15,12,41,6.00
-70,15,12,43,6.00
-70,15,12,43,6.00
-75,15,12,44,6.00
-75,15,12,44,6.00
-88,15,12,45,6.00
-88,15,12,45,6.00
-71,15,12,45,6.00
-71,15,12,45,6.00
-85,15,12,47,6.00
-85,15,12,47,6.00
-70,15,12,47,6.00
-70,15,12,47,6.00
-74,15,12,48,6.00
-74,15,12,48,6.00
-86,15,12,49,6.00
-86,15,12,49,6.00
-74,15,12,50,6.00
-74,15,12,50,6.00
-71,15,12,51,6.00
-71,15,12,51,6.00
-74,15,12,52,6.00
-74,15,12,52,6.00
-86,15,12,53,6.00
-86,15,12,53,6.00
-70,15,12,54,6.00
-70,15,12,54,6.00
-80,15,12,55,6.00
-80,15,12,55,6.00
-70,15,12,56,6.00
-70,15,12,56,6.00
-70,15,12,57,6.00
-70,15,12,57,6.00
-74,15,12,58,6.00
-74,15,12,58,6.00
-78,15,13,00,6.00
-78,15,13,00,6.00
-70,15,13,01,6.00
-70,15,13,01,6.00
-78,15,13,02,6.00
-78,15,13,02,6.00
-78,15,13,03,6.00
-78,15,13,03,6.00
-73,15,13,03,6.00
-73,15,13,03,6.00
-77,15,13,05,6.00
-77,15,13,05,6.00
-70,15,13,05,6.00
-70,15,13,05,6.00
-73,15,13,07,6.00
-73,15,13,07,6.00
-77,15,13,08,6.00
-77,15,13,08,6.00
-73,15,13,09,6.00
-73,15,13,09,6.00
-69,15,13,09,6.00
-69,15,13,09,6.00
-73,15,13,10,6.00
-73,15,13,10,6.00
-77,15,13,11,6.00
-77,15,13,11,6.00
-69,15,13,12,6.00
-69,15,13,12,6.00
-73,15,13,13,6.00
-73,15,13,13,6.00
-77,15,13,14,6.00
-77,15,13,14,6.00
-77,15,13,15,6.00
-77,15,13,15,6.00
-73,15,13,16,6.00
-73,15,13,16,6.00
-77,15,13,16,6.00
-77,15,13,16,6.00
-77,15,13,17,6.00
-77,15,13,17,6.00
-70,15,13,18,6.00
-70,15,13,18,6.00
-77,15,13,19,6.00
-77,15,13,19,6.00
-73,15,13,19,6.00
-73,15,13,19,6.00
-69,15,13,21,6.00
-69,15,13,21,6.00
-70,15,13,22,6.00
-70,15,13,22,6.00
-73,15,13,23,6.00
-73,15,13,23,6.00
-70,15,13,24,6.00
-70,15,13,24,6.00
-73,15,13,25,6.00
-73,15,13,25,6.00
-77,15,13,26,6.00
-77,15,13,26,6.00
-70,15,13,27,6.00
-70,15,13,27,6.00
-77,15,13,28,6.00
-77,15,13,28,6.00
-77,15,13,29,6.00
-77,15,13,29,6.00
-73,15,13,30,6.00
-73,15,13,30,6.00
